itlbo,mode,moea_d,nsga_ii
0.0,0.41900000000000004,0.39099999999999996,0.713
0.003,0.0,0.7619999999999999,0.023
0.003,0.7839999999999999,0.0,0.023
0.22400000000000003,0.46399999999999997,0.43800000000000006,0.0
