itlbo,mode,moea_d,nsga_ii
0.0,0.5525,0.49750000000000005,0.6375
0.0,0.0,0.8300000000000001,0.02
0.0,0.685,0.0,0.02
0.2675,0.6174999999999999,0.6125,0.0
